1.wav|poh-cin1 e=su tsy=we nyu=in1 tshe=zih
1053.wav|ngu iu1 , yi le chih tsen1-ku bin lian=sin1 cian=ngu tsen1-ku , i1-zeh zyu zyu=ghan li=shian geh ih-diau tsoe=ne=geh ih-diau ziu=zy chih
1054.wav|geh yi=le thi1=chi ma thi1=chi nyih='leh , yeu vah shiau=teh ma ti=sa siau=tshe hau
1055.wav|ne=meh cin1=tsau1 cin1=tsau1 chih-liau nyoh ma , men-tsau1 iau1 chih-ng
1056.wav|men-tsau1 chih lah ng ma , gheu=thi1 yeu-sian chih=nyoh , tse ka1-zaon a1-'la geh=tson nyi=lin a , hau=zian zy yan lau-gheh zen-kuaon1 'leh
1057.wav|du-ng da=nyoh yeu=vah=le se kah
1058.wav|ban-zah ngu nyi , ngu geh nyin nyi , in1=we nyi=ci=chin geh zen-kuaon1 nyi , geh ngu nga=deu bau=leh=tu1 , huen=tshe chih lah tu1
1059.wav|ih=zeh zy huoe=shi chih=su tshe=geh , tson=kue huoe=shi i=su we=tsyu , theh=bih du-ng da=nyoh ngu tsoe=vah iau1=chih
106.wav|ziu=zy kaon-li ze=geh nyin nyi iau1=ih pah-ve i=zaon
1060.wav|lau=tsau vah zy lau zy=tau poh-cin1 chi ma , poh-cin1 geh chih-gheh nyoh=lah=sau , nyeu=nyoh yan=nyoh
1061.wav|hau=zian i=cin chih-liau i theh-liau , su=i nyi ziu huoe ih=zeh huoe=shi chih=su geh
1062.wav|ne=meh , chih-ng kah=ma=ti ng=ma=ti ho
1063.wav|i=su we=tsyu , non-nyi huoe=shi chih=huen chih=su
1064.wav|ngu ci1=pen laon te vah gha-zy chih=su geh
1065.wav|in1=we ngu chih=huen ku-yeu lau=tu1 , huen geh te vah ih chih ngu te vah ziu ciah-zah ve chih vah gho-chi
1066.wav|de=zy a1-'la oh=li sian1 yi la lian-ku nyin ziu mae huoe=shi chih=huen ngu
1067.wav|keh=meh ngu yeu-zen-kuaon1 nyi tsu-ku , we tih sian=be=fah , zy-cia1 iau1=chih ma na-nen-be nyi
1068.wav|ngu te vah tseh1=yeu tsau laon shian lau=tsau bo=chi=le , 'ne=geh yan=se1=yu , tah-tah tah-tah tah-tah tah
1069.wav|tse=zen kon1=sy ngu , zoe gheu 'ne yi tsin1 lah he , tsin1 ih=thi1
107.wav|geh we sah tih di-tsheh geh ih pah-ve e1=geh cian=e1=geh e1=geh si-nyi , zy ziu=zy cian , kueh-cia1 i=cin shiau=teh
1070.wav|tsin1 ih=thi1 tau ya=khua=deu vah zy iau1 chih=ya=ve khua-liau ma , non 'ne tseh1 yan=se1=yu nyi ziu 'liau tsheh=le
1071.wav|'liau=tsheh le=zoe gheu nyi tse tseh1 tshin1=tsiau1 , tshin1=tsiau1 nyi si1 pi ih pi
1072.wav|pi ih pi nyi , zoe=gheu=non 'ne geh yan=se1=yu sy tse pi , e iu1 geh yan=se1=yu lau=tshoe geh lau hau=chih , non vah sian1-sin gho-thaon1 chi sy=sy=khoe1
1073.wav|ne=meh ih tsah1 saon=nyi ngu ghe=vah=da=iau1 chih-gheh
1074.wav|yi le=khe sy , yi=le vah zy , yeu tih ton1-ko1 lau tu1-ku ma
1075.wav|ngu tson=kue nyi sau-shiu tshih lian=phi ghe=nyoh
1076.wav|pa=nge , pa=nge , ma-gheh lian=khue yan=di ton1-ko1
1077.wav|ne=meh 'ne geh pi1-tsi1 pa-gho chi , in1=we tsau=nge sau=hau , nyan yi lan lah he , yi geh chih chih te vah
1078.wav|ghe=mae phe=mae we=kheu geh , ne=meh=ngu=nyi ghe-yeu we=sa dau=li nyi
1079.wav|in1=we a1-'la oh=li sian1 yi la lian-ku nyin huoe=shi chih=huen geh , yi la tson=kue=zy sian=be=fah e
108.wav|lau ti=tsy , zeh zeh-ve nye=vae deu nyi , zy ih=tson , non , zy ih=tson zy=min geh deu
1080.wav|tson=kue cin1=tsau1 ng men-tsau1 ho
1081.wav|cin1 zau1-ku ci men-tsau1 ah , tson=kue diau-le diau=chi diau huen geh
1082.wav|keh=meh ngu na-nen-be 'la ! ngu yeu-zen-kuaon1 nyi ziu tshe-zan li ziu chi-ma nge he=ta ngu
1083.wav|bah he=ta tsin1=lah=he , zoe=gheu=nyi ziu we=le lah=i gheu tsin1=geh poe=thi1
1084.wav|da tshin1=saon , da tshin1=saon ziu 'nyi=tsih keh-tah geh meh-zy a
1085.wav|'nyi=tsih keh-tah geh meh-zy nyi , non he=ta nyi ziu ih=zeh da ih=zeh da , yi ih=zeh yeu tih 'nyi=tsih keh-tah geh meh-zy
1086.wav|ne=meh nen na-nen-be a , ngu ziu sau=kuoe nyih=syu , thaon ih thaon
1087.wav|thaon ih thaon=zoe gheu nyi 'ne geh syu , he=ta te=vah ziu pa-liau baon=pi , pa=lah baon=pi 'ne yi lih lih ji1
1088.wav|lih=lih=ji1 , ne=meh ngu ih=pa , poh lian tsah1 da-soe=deu
1089.wav|'ne 'ne lian tsah1 tsi1=deu=lah=tsiau1
109.wav|ih pah-ve i=zaon nyi , yi tsoe chi mo yi iau1 yeu se1 pah-ve sy=pah ve-ku ti=tsy
1090.wav|zoe=gheu='ne geh yeu te vah , sau=nyih=lah i=gheu=te vah
1091.wav|'ne=geh tsi1=deu=lah=tsiau1 gau geh tshon ziu=zy da-soe=deu a pa-gho chi
1092.wav|pa-gho chi i gheu nyi pi ih pi , pi ih pi lan 'leh i gheu , 'ne kaon=kaon he=ta vah zy lan=geh ma , yih boe ih=boe=non chi-chih ia , ghe=lau tshin1=kheu geh
1093.wav|e , non nyin kaon-chi he=ta ngu , tsen1-ku ngu he=ta nyoe=le e ve=ti li sian1 chih=ku geh
1094.wav|geh tshe-zan li sian1 ngu khoe1=khoe1 lau=nyi sin1=geh , 'nyi kah=kah geh ngu zon-le meh=sy=ku
1095.wav|su=i he khoe1=tau non-kaon he=ta a , ngu iu1 ngu tsen1-ku zy ih=thaon1 gha-meh ma=ku
1096.wav|ne=non thin=non geh-nen ih-kaon a , ngu geh he=ta iau1-chi sy=sy=khoe1 'leh
1097.wav|keh=meh geh ih tsah1 he=ta , keh=meh bin=zan=zen-kuaon1 nyi , a1-'la oh=li sian1 nyi , 'ng
1098.wav|a1-'la geh lau=kon1 nyi huoe=shi chih=nyoh geh , ne=meh yeu-zen-kuaon1 nyi
1099.wav|huoe=shi ma ciau1-kue nyoh=sau ghon-sau=nyoh , ngu=cian e iu1 ngu khoe1=tau ghon-sau=nyoh tsoe deu-da 'leh
11.wav|sin-thoh yeu lian=nyi deu-gheh pah=ti ci
110.wav|ziu=zy gheh , gheh , gheh-kah geh , zaon=he cian=ciau gheh-kah geh geh-gheh deu=tsy=tse
1100.wav|geh na-nen-be nyi ? ngu ziu he yi la ma ba=kueh , ba=kueh ma sau=sau daon=tshu , a zy-a
1101.wav|weh=tse ma lon=ti siau=ba=kueh , daon=tshu siau=ba=kueh , e , ngu ghe=lau huoe=shi geh ma tseh1 di=paon
1102.wav|di=paon nyi de=zy non ze=zy geh bi , na-nen chih=fah tsy nyi
1103.wav|ngu ziu 'ne di=paon ma we=le
1104.wav|zoe=gheu=nyi , e , yeu=vah zy yi , e , yi=kau1 lau=tsiu
1105.wav|e , zi=bu=pau1 hau=tsy i=gheu=pa=lah pin1=sian1 li sian1=tsin1 ih=ya=thi1 , zoe gheu di-nyi=thi1
1106.wav|zoe=gheu=tse 'ne-tsheh le pa-liau so=pu li , gah=cin ih=dau sau=ih=sau
1107.wav|geh tseh1 ziu-ciau ci-pa1 ciau=tseh nyoh di=paon , le=teh geh hau=chih , non vah shiau=teh sy=nyi ku=vah
1108.wav|ngu ! geh ngu meh sy=nyi=ku , non-kaon chi geh geh nyoh 'la , ngu ciau1=non be=fah non-chi sau=sau khoe1 nyi
1109.wav|yi tih ma khue ng=ho1=nyoh we=le ngu , si1 bah yi tsyu ih tsyu
111.wav|ne=meh=yi le tsheh=yi sah ven=di , sah nyin deu=sah nyin deu
1110.wav|tsyu hau=tsy te=vah , zoe=gheu=te=vah=non 'ne geh ng=ho1=nyoh geh yan=ih ko1=ko1 ko1=ko1 ko1=ko1 tshih=hau 'leh
1111.wav|tshih=khe i gheu , de=vah bah yi tshih gho=le ngu , ziu 'ne gho-deu yeu=nge tah=lau geh
1112.wav|tah=lau zi=deu non 'ne me=koe1-tshe thah pi , pi pi pi pi hau 'leh
1113.wav|pi hau 'leh i=gheu=te vah , 'ne geh nyoh te vah ziu geh me=koe1-tshe pa=lah gho-deu
1114.wav|geh nyoh tah kau1 geh me=koe1-tshe ih=dau tsen1 , tsen1=hau 'leh i gheu
1115.wav|non 'ne geh tse gho le-ku di=faon chi pa=lah gho-deu , geh ih=dau tsen1 , tsen1=geh poe-ku tson=deu i gheu , te=vah
1116.wav|zoe=gheu=tsen1 hau=non te vah 'ne yi mae ciau 'ne tseh1 ih=thu , thu=lah tseh1 boe=tsy li , ngu iu1 , geh tseh1 me=koe1-tshe fen=geh vah ngu iu1 le=teh geh hau=chih
1117.wav|yi yeu=syu li yeu tsyu ku-liau , non tsyu gho le-ku saon li te vah ziu-chi sau ton1-ko1 pi1-tsi1 fe-ga
1118.wav|ne=meh geh , in1=we yeu=syu li vah zy nge=ngu lah ma , tsyu theh geh zen-kuaon1 ziu ih=phu tsyu theh=lah
1119.wav|tse-kaon yi tse tsen1 geh zen-kuaon1 , ziu su=yeu yeu=syu nyi yeu ze tsen1=lah me=koe1-tshe kau1=deu
112.wav|ngu tshoe-ka1 'leh hau=ci tseh1=li=ze , yi=le meh nyin deu
1120.wav|keh=meh non chih , geh nyoh khoe1=zaon-chi yeu , de=zy zy vah yeu=geh
1121.wav|ne=meh geh me=koe1-tshe 'ne geh yeu=syu ze tsyu tsin-chi 'leh , geh me=koe1-tshe pi=nyoh ghe-iau1 ghe chih
1122.wav|non vah sian1-sin non-chi sy=sy=khoe1
1123.wav|ngu , me=koe1-tshe tshau=nyoh
1124.wav|ve=ti li sian1=tau ih=zeh chih-gheh , in1=we geh dau=tshe te=vah zy lau=saon kon1-fu geh shiau=teh vah
1125.wav|ngu iu1 , ngu lau=pho sau=geh e iu1 zen-kuaon1 tsan
1126.wav|lau=ve geh , keh=meh yeu-zen-kuaon1 he oh=li sian1 nyin sau=sau
1127.wav|ngu cia-sy zy-cia1 sau=nyi , ngu lau huoe=shi theu1 le=geh
1128.wav|te=vah , ma diau-ng , keh=meh tsen1=tsen1 , keh=meh yi=le vah zy
1129.wav|cin=zan=ma weh=tse , iau1-meh ma lu-ng
113.wav|nyin-ka1 cian='leh , non geh tseh1 san1=weh a1-'la chih vah tsen geh
1130.wav|iau1=meh meh ma geh ciau=sa , kue-ng , keh=meh tsen1=tsen1 e1
1131.wav|tsen1=geh ih=faon=mi yin=yan yeu hau yeu hau
1132.wav|de=bah tseh=ma yeu pau=liu lah=he , yeu bi=taon
1133.wav|keh=meh yeu-zen-kuaon1 ma , tsen1=geh=ng nyi chih i theh lah , keh=meh ziu lon diau-ng sau=sau daon=tshu
1134.wav|a zy-a , ngu fah-ciah yi la cian sau daon=tshu yeu=ti kaon-fah ngu
1135.wav|non ghon-sau geh iau1 si1 , nge=ngu tsoh=liau ka1=hau i gheu , tshu iau1 tsoe-ue ka1 , a zy-a
1136.wav|yi la cian tshu tsau ka1-ku , tshu=geh mi-dau , daon=tshu bau=theh le
1137.wav|keh=meh ziu vah hau=chih 'leh , su=i ngu lau huoe=shi sau=geh ngu daon=tshu ng-nyoh
1138.wav|ne=meh geh daon=tshu=ba=kueh ngu le=teh huoe=shi sau , non vah shiau=teh huoe=shi sau=vah ,
1139.wav|ngu , ngu ih-pe-sin zy geh-nen-ka yan=tsy geh , ngu zy=mae huoe=shi ma geh=tson tshaon pi=ng geh , in1=we nyin-ka1 ma ta-ng ma , ngu huoe=shi ma=tshaon pi=ng
114.wav|vah shiau=teh sah di-faon-gheh
1140.wav|tshaon pi=ng ghe=vah=iau1 lau-da geh , tson=kue da-ke zy khau nye=khue ih=cin1 geh geh=tson siau iu=iu geh
1141.wav|ngu ma we le=te vah , bah geh ku-deu ze=lon theh , zoe=gheu=nyi , geh-nen 'ne yi bau yi i1
1142.wav|ku=si1 , yi bau yi i1 hau 'leh 'ne lau=tsiu i1 i1
1143.wav|vi-tsin1 san1-cian1 geh-nen bau tsi1 lah=he , 'men=lah=he , 'ne yi sau-shiu i1 i1
1144.wav|i1 tsy1 gheu nyi ngu ziu-ciau sa a , koe1 tsi1=tsi1
1145.wav|in1=we we=sa dau=li , ngu tih vah la huoe=shi chih nyeu=na
1146.wav|ngu ven-ven dau geh nyeu=na te=vah , ziu ciah-teh lau sin1=chi geh
1147.wav|de=zy nyi , yi la cian a1-'la geh=tson soe=su nyi yeu siu1=iau1 pu=ke
1148.wav|keh=meh , ngu na-nen-be nyi , ngu ziu 'ne geh ng da-ke bau=yi i1 , koe1 tsi1=tsi1 , tsi=lah zen-kuaon1 nyi sau-shiu yeu=nge tsan nge
1149.wav|zoe gheu chih-gheh zen-kuaon1 , yi la geh zy-kaon geh ng-kueh=deu geh ke lau=tsoh=geh ma
115.wav|su=i cian=lah geh ven=di kau1=deu nyi , non-kaon 'leh te-gheh
1150.wav|ngu ziu 'ne geh ng-kueh=deu kau1 geh ke nyi kau1 geh ng=nyi ih=dau chih-gho chi
1151.wav|chih-gho chi-nyi , yeu pu 'leh ke keh=meh yeu e1=geh lah , keh=meh chih chi le-nyi , ghe=mae bi=taon , non sau ih=thaon1 nyi tson=kue hau=chih lian=thi1
1152.wav|hau pi-zyu cian , cin1=tsau1 tsi1 'leh i gheu , keh=meh ngu ih=faon=mi ghe-zy theu1=le , le=teh thi1=thi1 chi sau=siau=tshe
1153.wav|lin=ih=faon=mi cian=nyi , ngu sian ghe=ziu cian=thon1=ku geh faon=mi nyi ziu pu=lah=nge ke tsin-chi
1154.wav|ne=meh geh ka=di nyi ghe=vah=ciu , ngu=ghe ciah-zah yeu=nge ka=li meh='me geh , nau geh koe-ciah
1155.wav|su=i cian=ngu nyi ghe=cian cia-zau ku hau=ci nyin , ngu cian='ne sy=sy=khoe1 ciah-zah hau=vah
1156.wav|ngu ciah-zah zy=mae hau-ku
1157.wav|keh=meh yi la iau1=chih gho=le nyin nyi=ghe ciah-zah we-khu=i geh
1158.wav|ngu ciah-teh in1=we tshu pi=ng nyi zy sa nyi zy sa zoh-yu he=hu
1159.wav|he=hu ngu tson=kue in=zian taon=tson1 , he=hu chih-gheh zen-kuaon1 iau1 tsyu=i ngu , he=hu zy fah=geh , nyin-ka1 cian=ci ah ci ah ci ghe=fah=geh
116.wav|ih=din=iau1 siau=sin1
1160.wav|su=i ngu te fah=geh meh-zy tson=kue lau tsyu=i geh , ne=meh 'ne ngu tshaon pi=ng ma=lah lau sau-gheh
1161.wav|ngu bin=zy=zen-kuaon1 nyi huoe=shi ma waon-ng
1162.wav|geh waon-ng yeu-zen-kuaon1 ma tson1=geh waon-ng
1163.wav|siau=waon-ng nyi tsi1=tsi1 yi , de=zy siau=waon-ng tau gheu=deu ih=doe zen-kuaon1 theh=bih thi1=nyih ken1=pen ziu=vah=hau ma-gheh
1164.wav|yi le=tsau1=tsau1 geh 'la , ze=le du-bi , vah le=se=geh , su=i thi1=lan ma-liau pi-ciau tu1
1165.wav|sau=da waon-ng , thi1=nyih nyi , ngu ziu i chih waon-ng we=tsyu
1166.wav|ghe-yeu ma , ma=ti ho , ho ma , ghon-sau sau
1167.wav|sau yeu-pau-ho , ne=meh nyi yi=le thi1=nyih ma , thi1=nyih te=vah ngu ziu tsu tsau1 ho
1168.wav|nga=deu vah zy yeu tih tsau1 lu1 geh ma , ho bah yi sau sau zoh
1169.wav|tsau1 lu1 geh-nen-ka ih=pa , e iu1 , lau , lau tshin1=de geh
117.wav|geh , waon 'lau-sy , non kaon=kaon kaon-gheh ven=di te-gheh , ngu=yi le nyi , gha cin=zan=sin lah=lah nga=deu bau kon1=sy1 geh
1170.wav|keh=meh , tse-kaon yi=le thi1=nyih ma , chih=ve chih vah gho-chi meh we=kheu
1171.wav|keh=meh ten-yu cian=khe khe=we
1172.wav|e1 , te , ngu tsau1=geh meh-zy zy ghe=mae tshin1=saon shian , ngu yeu-zen-kuaon1 vah , non-kaon chi tsau1 lu1 te vah , ngu yeu-zen-kuaon1 geh=tson sin1
1173.wav|ziu sin1 a ma=teh le , ngu yeu-zen-kuaon1 ghe-we tih tsau1 tsau1 yi geh
1174.wav|yeu-zen-kuaon1 nyi ngu ziu chi-ma nge=ciau sa=geh , deu=vu=ji1
1175.wav|bin=zan=zen-kuaon1 tsau1 tsau1 yi , in1=we ngu tson=kue tseh1=hau tson=kue i=su geh geh faon=mi le tsau1
1176.wav|yeu-zen-kuaon1 nyi tsau1 tseh1 mau=deu , te=vah=non tshin1=de tshin1=kheu ghe hau=chih
1177.wav|yeu-zen-kuaon1 zian a1-'la oh=li sian1 huoe=shi chih nge siau lau=tsiu geh , keh=meh yi ku=ku yi , yi ciah-zah ghe me-hau geh
1178.wav|ne=meh nyi , a1-'la r-tsy nyi huoe=shi chih geh=tson tsi1=geh meh-zy
1179.wav|keh=meh nyin-ka1 vah zy tsi1 geh vah ji=khaon1 vah ji=khaon1 , keh=meh ngu gheu=deu ngu sian a1-'la oh=li lau=tsau ghoh-daon-li vah zy fah=lah=geh khau=sian1 ma
118.wav|yi=le bau geh kon1=sy1 nyi , ci1=pen=zaon nyi , iau1 yeu tih chian1-diau geh , iau1 yeu tih ma , tshau=phiau ma tsoe chi=mo yeu tih ih=pah ve-ku
1180.wav|ngu ziu te vah , tsoe=men 'ne geh=tson liau ze=boe hau=lon hau , pi-zyu cian=ci tshy a , ci=ba a
1181.wav|nyeu=bi yan=ba ngu-ze yon geh=tson khau=geh faon=seh
1182.wav|bah yi chih , ne=meh tson=kue ken1 yi diau-diau we=kheu geh , yi=le geh=tson siau=nyin=non shiau-teh-gheh ia
1183.wav|ze=zian waon=ti ih-yan-gheh , cin1=tsau1 peh1-ku chih ci tshy , men-tsau1 meh chih nyeu=ba
1184.wav|gheu=deu ma chih yan=ba , tson=kue 'me=thi1 paon yi lah fe1=ho1=deu , we lau yi tsoe ngu
1185.wav|kah=leh a1-'la lau=kon1 nyi , ghe ih=zeh kaon-gheh geh tseh1 siau waon=ti zy=mae ne voh=zy geh
1186.wav|ne meh yi nyi , a1-'la we=sa dau=li cian yi ne voh=zy , yi cin1=tsau1 chih lah geh meh-zy nyi , men-tsau1 zy vah chih-gheh
1187.wav|su=i thi1=thi1 iau1=paon yi fe1=ho1=deu geh , ne meh yi ng-ho ha yi yi=pi ve=geh
1188.wav|ghe=vah iau1=chih ia , keh=meh yi geh ng-ho ha yeu=meh hau meh ho1=deu hau fe1
1189.wav|e1 , keh=meh ghe-zy na-nen-be , tseh1=hau lah=lah geh nyoh kau1=deu
119.wav|tsoe=tsoe chi=mo tsu ci1=cin1 iau1=ih pah-ve tsy=cin1 , keh=meh a1-'la nyi , sin1=li sian1 gha lah=sian , a1-'la gha wa-theh ku , pih cin-gha kon1=sin1 cia1-din
1190.wav|kah=leh ih=thi1 tau ya paon yi fe1=ho1=deu
1191.wav|su=i cian a1-'la chih chi=le gha mae ve=geh , ngu nyi vah da iau1=chih geh huen geh , ngu ziu huoe=shi chih=su geh
1192.wav|ne=meh ngu yeu-zen-kuaon1 nyi ziu 'ne geh-gheh , geh-gheh zian non-kaon geh geh=tson he=ta geh-nen keh lon=lon yi
1193.wav|yi ciah-teh le pae1 zaon=le nge yi ghe ciah-teh me-hau chih-gheh
1194.wav|de yi geh=tson tshin1=tshe a , mi=shi a , on=tshe a geh=tson su1-tshe yi zy vah ban geh
1195.wav|yi geh=tson yan=se1=yu tshau=zen kon1=sy a kau1=bah sy a sa-meh-zy , yi chih chih we-khu=i geh
1196.wav|siau nyin a tsen1-ku ze geh-nen-ka geh , theh=bih noe siau nyin ghe-hau , noe=da nyin ghe-hau
1197.wav|yi la ze huoe=shi chih=huen geh , su=geh tsen1-ku ze=vah=da=khen chih-gheh
1198.wav|su=geh tau ghe-zy zian a1-'la geh=tson nyi=lin , te=vah , pen=le ziu nyu don=tsy
1199.wav|pen=le ziu=cian nyi=ci=chin zen-kuaon1 iau1=chih geh tshin1=de ti=hau , e1 , ngu khoe1=non zian
12.wav|ngu gha tsu-ku , zaon=sy geh
120.wav|ngu zen=ih pah-ve gha-zy vah yon-i geh , nga tshy=von li san-gho le-ku te=vah
1200.wav|kah=kah miau-diau , khen=din zy i chih=su we=tsyu geh ,
1201.wav|keh=meh ngu=ghe huoe=shi chih=su geh , 'ne ih=thi1 thi1=nyih ma yi le tsau1 bi=taon vah
1202.wav|non kaon=kaon cian=tsu tsau1=geh sin1
1203.wav|ngu 'na zaon-ku li=pa ma=lah tseh1 men=chian1 , men=chian1 tsau1 tsau1 yi
1204.wav|ne=meh ho tsau1 tsau1 yi , keh=meh tseh1 hau=chih geh=tson tsau1 , tsau1 mau=deu tsau1 mau=deu te=vah
1205.wav|ngu , tsau1 mau=deu te=vah , yeu-zen-kuaon1 tsyu geh zen-kuaon1 tsyu vah hau , lau=zy iau1 lon waon geh
1206.wav|ne=meh , sau=lah gheu=deu yeu lah=lah=waon lah
1207.wav|keh=meh vah shiau=teh non=yeu sa=geh hau-ku , hau-ku cin=nyi , ngu tsoe=men mau=deu sau=lah lau=waon=geh
1208.wav|fe1=tsen1 tsau1=tsheh le , geh lah=lah=waon geh ziu vah hau , vah hau , vah hau=khoe1
1209.wav|keh=meh ma=sian1 vah hau=khoe1 , chih-gheh koe-ciah ghe=ziu=vah ih=yan , geh pih-loh-san1-tshin1 tu1=sau hau=lah , non-kaon
121.wav|de=zy lau=tsau gha wa-theh ku-ku , ken1-ka1 iau1 cin=thih=sin , de=zy nyi , a1-'la i=cin=zih kue=sin 'leh
1210.wav|e1 , non geh-nen-ka , non sau=hau mau=deu
